timestamp	experiment_id	metric	observed_value	threshold	action	triggered
2026-04-27T19:56:45.345386+00:00	flat_gemma_w16384_s1	variance_explained	0.723404	0.5	skip_experiment	0
2026-04-27T20:01:57.986868+00:00	flat_gemma_w16384_s0	variance_explained	0.719891	0.5	skip_experiment	0
2026-04-27T21:07:52.055327+00:00	flat_gpt2_w12288_s1	variance_explained	0.924402	0.5	skip_experiment	0
2026-04-27T22:07:03.922144+00:00	flat_gpt2_w12288_s2	variance_explained	0.926622	0.5	skip_experiment	0
2026-04-28T06:58:53.403693+00:00	gemma_jumprelu_anchor_d1_s1	variance_explained	0.20364	0.2	halt_and_notify	0
2026-04-28T06:59:44.617426+00:00	gemma_jumprelu_anchor_d1_s0	variance_explained	0.204147	0.2	halt_and_notify	0
2026-04-28T07:01:41.543767+00:00	l0_gpt2_batchtopk	variance_explained	0.950777	0.7	halt_and_notify	0
2026-04-28T07:01:41.543767+00:00	l0_gpt2_batchtopk	dead_latent_fraction	0.177938	0.3	halt_and_notify	0
2026-04-28T07:46:31.292800+00:00	gpt2_batchtopk_anchor_d1_s0	variance_explained	0.119408	0.2	halt_and_notify	1
2026-04-28T08:17:09.054238+00:00	gpt2_batchtopk_anchor_d1_s1	variance_explained	0.124993	0.2	halt_and_notify	1
2026-04-28T09:54:52.057295+00:00	gpt2_batchtopk_d1_s1	variance_explained	0.115188	0.2	skip_depth	1
2026-04-28T09:54:52.057295+00:00	gpt2_batchtopk_d1_s1	pwmcc_vs_null_sigma	None	2.0	skip_depth	0
2026-04-28T10:08:44.697335+00:00	gemma_jumprelu_d2_s1	variance_explained	-0.00580347	0.2	skip_experiment	1
2026-04-28T10:08:44.697335+00:00	gemma_jumprelu_d2_s1	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-04-28T10:11:27.889544+00:00	gemma_jumprelu_d3_s1	variance_explained	-0.0256387	0.2	skip_experiment	1
2026-04-28T10:11:27.889544+00:00	gemma_jumprelu_d3_s1	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-04-28T10:27:37.591323+00:00	gpt2_batchtopk_anchor_d1_s2	variance_explained	0.126937	0.1	skip_depth	0
2026-04-28T10:47:31.710101+00:00	gpt2_batchtopk_d1_s0	variance_explained	0.109026	0.2	skip_experiment	1
2026-04-28T10:47:31.710101+00:00	gpt2_batchtopk_d1_s0	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-04-28T11:06:50.263032+00:00	gpt2_batchtopk_d1_s2	variance_explained	0.11745	0.2	skip_experiment	1
2026-04-28T11:06:50.263032+00:00	gpt2_batchtopk_d1_s2	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-04-28T11:11:13.721964+00:00	gpt2_batchtopk_d2_s0	variance_explained	0.0435799	0.2	skip_experiment	1
2026-04-28T11:11:13.721964+00:00	gpt2_batchtopk_d2_s0	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-04-28T11:14:58.853464+00:00	gpt2_batchtopk_d2_s2	variance_explained	0.0504576	0.2	skip_experiment	1
2026-04-28T11:14:58.853464+00:00	gpt2_batchtopk_d2_s2	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-04-28T11:17:14.810763+00:00	gpt2_batchtopk_d3_s0	variance_explained	0.0195681	0.2	skip_experiment	1
2026-04-28T11:17:14.810763+00:00	gpt2_batchtopk_d3_s0	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-04-28T11:19:26.354439+00:00	gpt2_batchtopk_d3_s2	variance_explained	0.0251343	0.2	skip_experiment	1
2026-04-28T11:19:26.354439+00:00	gpt2_batchtopk_d3_s2	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-04-28T16:01:27.754828+00:00	flat_gemma_w16384_s2	variance_explained	0.719076	0.5	skip_experiment	0
2026-04-28T17:19:45.838207+00:00	gemma_jumprelu_anchor_d1_s2	variance_explained	0.200981	0.1	skip_depth	0
2026-04-29T00:32:08.575978+00:00	flat_gemma_w4096_s0	variance_explained	0.684019	0.5	skip_experiment	0
2026-04-29T08:55:01.850020+00:00	flat_gemma_w4096_s1	variance_explained	0.688604	0.5	skip_experiment	0
2026-04-29T17:23:58.861706+00:00	flat_gemma_w4096_s2	variance_explained	0.682887	0.5	skip_experiment	0
2026-04-30T01:43:35.625735+00:00	flat_gemma_w1024_s0	variance_explained	0.627885	0.5	skip_experiment	0
2026-04-30T10:01:42.615080+00:00	flat_gemma_w1024_s1	variance_explained	0.632998	0.5	skip_experiment	0
2026-05-05T03:45:09.728140+00:00	gpt2_batchtopk_d2_s1	variance_explained	0.0511774	0.2	skip_experiment	1
2026-05-05T03:45:09.728140+00:00	gpt2_batchtopk_d2_s1	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-05-05T03:45:44.669103+00:00	gpt2_batchtopk_d3_s1	variance_explained	0.0215423	0.2	skip_experiment	1
2026-05-05T03:45:44.669103+00:00	gpt2_batchtopk_d3_s1	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-05-06T17:14:10.511808+00:00	gemma_jumprelu_anchor_d1_s2	variance_explained	0.187052	0.1	skip_depth	0
2026-05-07T22:16:52.877010+00:00	l0_gemma_batchtopk	variance_explained	0.742599	0.7	halt_and_notify	0
2026-05-07T22:16:52.877010+00:00	l0_gemma_batchtopk	dead_latent_fraction	0.690369	0.3	halt_and_notify	1
2026-05-07T23:17:00.463756+00:00	gemma_batchtopk_d1_s0	variance_explained	0.122121	0.2	skip_experiment	1
2026-05-07T23:17:00.463756+00:00	gemma_batchtopk_d1_s0	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-05-07T23:17:23.312949+00:00	gemma_batchtopk_d1_s1	variance_explained	0.125671	0.2	skip_experiment	1
2026-05-07T23:17:23.312949+00:00	gemma_batchtopk_d1_s1	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-05-08T00:44:53.706470+00:00	gemma_batchtopk_d1_s2	variance_explained	0.130207	0.2	skip_experiment	1
2026-05-08T00:44:53.706470+00:00	gemma_batchtopk_d1_s2	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-05-08T02:16:37.339987+00:00	gemma_batchtopk_anchor_d1_s0	variance_explained	0.142801	0.1	skip_depth	0
2026-05-08T02:18:27.730480+00:00	gemma_batchtopk_anchor_d1_s1	variance_explained	0.153879	0.1	skip_depth	0
2026-05-08T04:20:32.267180+00:00	gemma_batchtopk_ratio_half_d1_s0	variance_explained	0.119975	0.2	skip_experiment	1
2026-05-08T04:24:18.241109+00:00	gemma_batchtopk_ratio_half_d1_s1	variance_explained	0.113218	0.2	skip_experiment	1
2026-05-08T04:56:47.710241+00:00	gemma_batchtopk_ratio_eighth_d1_s1	variance_explained	0.13352	0.2	skip_experiment	1
2026-05-08T05:09:15.033768+00:00	gemma_batchtopk_d2_s1	variance_explained	-0.0040139	0.2	skip_experiment	1
2026-05-08T05:09:15.033768+00:00	gemma_batchtopk_d2_s1	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-05-08T05:11:51.824587+00:00	gemma_batchtopk_d3_s1	variance_explained	-0.00702953	0.2	skip_experiment	1
2026-05-08T05:11:51.824587+00:00	gemma_batchtopk_d3_s1	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-05-08T05:41:37.263676+00:00	gemma_batchtopk_ratio_eighth_d1_s0	variance_explained	0.125465	0.2	skip_experiment	1
2026-05-08T06:11:29.334721+00:00	gemma_batchtopk_ratio_eighth_d1_s2	variance_explained	0.137032	0.2	skip_experiment	1
2026-05-08T06:24:45.143112+00:00	gemma_batchtopk_d2_s0	variance_explained	-0.0111433	0.2	skip_experiment	1
2026-05-08T06:24:45.143112+00:00	gemma_batchtopk_d2_s0	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-05-08T06:26:24.776066+00:00	gemma_batchtopk_ratio_half_d1_s2	variance_explained	0.117606	0.2	skip_experiment	1
2026-05-08T06:37:04.325076+00:00	gemma_batchtopk_d3_s0	variance_explained	-0.0130301	0.2	skip_experiment	1
2026-05-08T06:37:04.325076+00:00	gemma_batchtopk_d3_s0	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-05-08T06:37:20.360654+00:00	gemma_batchtopk_d2_s2	variance_explained	0.00254589	0.2	skip_experiment	1
2026-05-08T06:37:20.360654+00:00	gemma_batchtopk_d2_s2	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-05-08T06:39:39.921538+00:00	gemma_batchtopk_d3_s2	variance_explained	-0.00737667	0.2	skip_experiment	1
2026-05-08T06:39:39.921538+00:00	gemma_batchtopk_d3_s2	pwmcc_vs_null_sigma	None	2.0	skip_experiment	0
2026-05-08T08:11:15.872820+00:00	gemma_batchtopk_anchor_d1_s2	variance_explained	0.157656	0.1	skip_depth	0
2026-05-08T16:13:40.210641+00:00	flat_gemma_w1024_s2	variance_explained	0.624026	0.5	skip_experiment	0
2026-05-09T07:22:14.825752+00:00	gemma_batchtopk_live_d1_s1	variance_explained	0.207098	0.2	skip_experiment	0
2026-05-09T07:22:21.149594+00:00	gemma_batchtopk_live_d1_s0	variance_explained	0.205521	0.2	skip_experiment	0
2026-05-09T08:07:58.496581+00:00	gemma_batchtopk_live_d1_s2	variance_explained	0.208129	0.2	skip_experiment	0
2026-05-09T11:53:26.900961+00:00	l0_gpt2_batchtopk_leask_recipe	variance_explained	0.988033	0.85	halt_and_notify	0
2026-05-09T11:53:26.900961+00:00	l0_gpt2_batchtopk_leask_recipe	dead_latent_fraction	0.244019	0.3	halt_and_notify	0
